Mac Address Table
-------------------------------------------

Vlan    Mac Address       Type        Ports
 105    7085.c254.157e    DYNAMIC     Fa0/7
 105    7427.ea06.7448    DYNAMIC     Fa0/17
 105    78fe.3d46.e580    DYNAMIC     Gi0/1
 105    a055.4f6e.52c4    DYNAMIC     Fa0/7
 105    a0b3.ccee.a7ac    DYNAMIC     Fa0/7
 105    a0b3.ccee.a7af    DYNAMIC     Fa0/7
 105    ac16.2d71.b728    DYNAMIC     Fa0/7
 105    bcc2.3a00.0a46    DYNAMIC     Fa0/7
 105    d45d.64b2.b4e8    DYNAMIC     Fa0/7
 105    f6bc.ad69.9037    DYNAMIC     Gi0/1
  96    0018.bc03.8334    DYNAMIC     Fa0/13
  96    0018.bc03.83b3    DYNAMIC     Fa0/22
  96    0027.90d6.8999    DYNAMIC     Gi0/1
  96    5659.6c11.a986    DYNAMIC     Gi0/1
  96    7085.c257.7366    DYNAMIC     Gi0/1
  96    7085.c263.1496    DYNAMIC     Gi0/1
  96    98df.82cb.a31a    DYNAMIC     Gi0/1
  96    c4ad.3461.668f    DYNAMIC     Fa0/22
  96    c4ad.3461.6692    DYNAMIC     Fa0/22
  96    f80d.ac24.83fa    DYNAMIC     Gi0/1
  17    1012.fb28.b18a    DYNAMIC     Gi0/2
  17    1012.fb28.b1e2    DYNAMIC     Gi0/1
  17    1012.fb28.b21e    DYNAMIC     Gi0/2
  17    98df.82cb.a31b    DYNAMIC     Gi0/1
Total Mac Addresses for this criterion: 306
